test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
XLOC_012769	XLOC_012769	TIA1	chr2:70436575-70475779	Normal	Disease	OK	8.9236	20.625	1.2087	17.647	5e-05	7.96728e-05	yes
XLOC_012771	XLOC_012771	FAM136A	chr2:70523107-70529220	Normal	Disease	OK	25.1769	43.5127	0.789336	11.4395	5e-05	7.96728e-05	yes
XLOC_012775	XLOC_012775	CLEC4F	chr2:71035776-71047732	Normal	Disease	OK	0.890677	1.54344	0.793171	2.57133	0.0007	0.00102874	yes
XLOC_012782	XLOC_012782	SFXN5	chr2:73169164-73298965	Normal	Disease	OK	3.02372	3.87411	0.35754	2.62929	0.0004	0.000600295	yes
XLOC_012786	XLOC_012786	EGR4	chr2:73518056-73520829	Normal	Disease	OK	0.0620904	0.755508	3.60501	2.91799	0.0173	0.0221749	yes
XLOC_012789	XLOC_012789	TPRKB	chr2:73956956-73964517	Normal	Disease	OK	13.6304	24.4469	0.842823	5.35759	5e-05	7.96728e-05	yes
XLOC_012793	XLOC_012793	SLC4A5	chr2:74443368-74570534	Normal	Disease	OK	1.04384	2.03485	0.963018	5.60259	5e-05	7.96728e-05	yes
XLOC_012795	XLOC_012795	C2orf81	chr2:74641302-74644844	Normal	Disease	OK	1.81661	5.62474	1.63053	7.69898	5e-05	7.96728e-05	yes
XLOC_012796	XLOC_012796	RTKN	chr2:74652987-74669060	Normal	Disease	OK	16.2294	21.4797	0.404364	4.87681	5e-05	7.96728e-05	yes
XLOC_012798	XLOC_012798	CCDC142	chr2:74699084-74721691	Normal	Disease	OK	8.96644	17.1216	0.93321	13.5394	5e-05	7.96728e-05	yes
XLOC_012802	XLOC_012802	AUP1	chr2:74753774-74784678	Normal	Disease	OK	75.64	85.6231	0.17885	3.51862	5e-05	7.96728e-05	yes
XLOC_012803	XLOC_012803	LOXL3	chr2:74753774-74784678	Normal	Disease	OK	1.46731	1.94564	0.407072	1.6048	0.02435	0.030713	yes
XLOC_012807	XLOC_012807	GCFC2	chr2:75889831-75938111	Normal	Disease	OK	5.64855	14.7185	1.38168	11.3511	5e-05	7.96728e-05	yes
XLOC_012808	XLOC_012808	LRRTM4	chr2:76974849-77749502	Normal	Disease	OK	0.0865298	1.52996	4.14415	5.04804	0.00045	0.000672419	yes
XLOC_012823	XLOC_012823	C2orf68	chr2:85829964-85876407	Normal	Disease	OK	12.2241	17.12	0.485958	7.13025	5e-05	7.96728e-05	yes
XLOC_012831	XLOC_012831	CHMP3,RNF103,RNF103-CHMP3	chr2:86730552-87005164	Normal	Disease	OK	103.809	123.247	0.247613	7.82075	5e-05	7.96728e-05	yes
XLOC_012837	XLOC_012837	KRCC1	chr2:88326723-88355248	Normal	Disease	OK	11.5779	34.7545	1.58582	16.7303	5e-05	7.96728e-05	yes
XLOC_012843	XLOC_012843	ANKRD20A8P,LOC90499	chr2:95421070-95522820	Normal	Disease	OK	0.49994	1.78866	1.83906	7.34823	5e-05	7.96728e-05	yes
XLOC_012845	XLOC_012845	MRPS5	chr2:95752951-95787754	Normal	Disease	OK	33.0014	58.4668	0.82509	13.1338	5e-05	7.96728e-05	yes
XLOC_012846	XLOC_012846	ZNF514	chr2:95813399-95825263	Normal	Disease	OK	3.82569	7.81308	1.03017	8.14402	5e-05	7.96728e-05	yes
XLOC_012848	XLOC_012848	GPAT2	chr2:96676298-96700727	Normal	Disease	OK	0.549177	0.882509	0.684339	1.80685	0.0112	0.0146291	yes
XLOC_012851	XLOC_012851	DUSP2	chr2:96808907-96811179	Normal	Disease	OK	10.382	17.7401	0.772932	6.87713	5e-05	7.96728e-05	yes
XLOC_012856	XLOC_012856	KANSL3	chr2:97258906-97304115	Normal	Disease	OK	17.8771	19.7326	0.142471	2.63391	5e-05	7.96728e-05	yes
XLOC_012858	XLOC_012858	ANKRD23	chr2:97503650-97509758	Normal	Disease	OK	1.26585	1.78664	0.497136	1.88132	0.00855	0.0113043	yes
XLOC_012861	XLOC_012861	FAM178B	chr2:97541618-97652301	Normal	Disease	OK	0.774064	1.50351	0.957813	1.54076	0.026	0.0326591	yes
XLOC_012863	XLOC_012863	LOC100506123	chr2:98081675-98091049	Normal	Disease	OK	0.634241	5.63768	3.152	11.2711	5e-05	7.96728e-05	yes
XLOC_012864	XLOC_012864	ANKRD36B	chr2:98121260-98206428	Normal	Disease	OK	0.343627	5.76071	4.06733	15.633	5e-05	7.96728e-05	yes
XLOC_012865	XLOC_012865	ACTR1B	chr2:98272401-98280561	Normal	Disease	OK	32.1327	35.4145	0.140297	2.37208	0.00085	0.00123951	yes
XLOC_012867	XLOC_012867	COA5	chr2:99215785-99224981	Normal	Disease	OK	14.7379	19.2901	0.388324	4.03511	5e-05	7.96728e-05	yes
XLOC_012868	XLOC_012868	MGAT4A	chr2:99235568-99347589	Normal	Disease	OK	5.01156	6.45412	0.36496	3.98421	5e-05	7.96728e-05	yes
XLOC_012870	XLOC_012870	TSGA10	chr2:99613723-99771187	Normal	Disease	OK	1.09367	5.71844	2.38644	11.9839	5e-05	7.96728e-05	yes
XLOC_012871	XLOC_012871	MITD1	chr2:99785725-99797492	Normal	Disease	OK	8.42059	16.8203	0.998213	5.75956	5e-05	7.96728e-05	yes
XLOC_012873	XLOC_012873	LYG1	chr2:99900700-99917639	Normal	Disease	OK	0.505689	2.80456	2.47145	4.16313	0.00035	0.000526919	yes
XLOC_012874	XLOC_012874	TXNDC9	chr2:99935486-99952860	Normal	Disease	OK	6.19239	13.3594	1.10928	7.58128	5e-05	7.96728e-05	yes
XLOC_012875	XLOC_012875	REV1	chr2:100016937-100106480	Normal	Disease	OK	11.9847	14.6374	0.288471	4.35761	5e-05	7.96728e-05	yes
XLOC_012878	XLOC_012878	CHST10	chr2:101008321-101034130	Normal	Disease	OK	10.5886	12.9198	0.28707	3.21428	5e-05	7.96728e-05	yes
XLOC_012881	XLOC_012881	RNF149	chr2:101892062-101925178	Normal	Disease	OK	13.7843	18.8688	0.452975	6.05969	5e-05	7.96728e-05	yes
XLOC_012903	XLOC_012903	NPHP1	chr2:110880913-110962639	Normal	Disease	OK	2.73953	4.70737	0.780992	4.42845	5e-05	7.96728e-05	yes
XLOC_012904	XLOC_012904	LINC00116	chr2:110969105-110980517	Normal	Disease	OK	5.93474	11.6903	0.978057	6.64088	5e-05	7.96728e-05	yes
XLOC_012905	XLOC_012905	LOC151009,LOC440894	chr2:111132685-111142113	Normal	Disease	OK	1.95183	2.48352	0.347556	1.48425	0.0352	0.0435126	yes
XLOC_012910	XLOC_012910	LOC541471	chr2:112124590-112252692	Normal	Disease	OK	5.82196	8.23995	0.501131	1.58739	0.02625	0.0329595	yes
XLOC_012912	XLOC_012912	ZC3H8	chr2:112973438-113012664	Normal	Disease	OK	5.10418	9.48304	0.89367	5.51921	5e-05	7.96728e-05	yes
XLOC_012919	XLOC_012919	PAX8	chr2:113973573-114036498	Normal	Disease	OK	1.27851	1.75947	0.460674	2.11774	0.00275	0.00382222	yes
XLOC_012920	XLOC_012920	DDX11L2	chr2:114341229-114361294	Normal	Disease	OK	1.02967	1.88344	0.871188	2.73641	0.0002	0.000306269	yes
XLOC_012921	XLOC_012921	RPL23AP7	chr2:114368815-114384715	Normal	Disease	OK	4.33886	10.2339	1.23797	3.95124	5e-05	7.96728e-05	yes
XLOC_012929	XLOC_012929	C2orf76	chr2:120060019-120124258	Normal	Disease	OK	1.83271	4.82092	1.39533	3.94848	5e-05	7.96728e-05	yes
XLOC_012935	XLOC_012935	MKI67IP	chr2:122407229-122494503	Normal	Disease	OK	17.396	28.2915	0.701615	7.96172	5e-05	7.96728e-05	yes
XLOC_012936	XLOC_012936	BIN1	chr2:127805598-127864903	Normal	Disease	OK	25.993	28.8602	0.150955	2.22151	0.001	0.00144895	yes
XLOC_012939	XLOC_012939	MAP3K2	chr2:128056244-128100805	Normal	Disease	OK	5.30907	7.16765	0.433042	7.04158	5e-05	7.96728e-05	yes
XLOC_012942	XLOC_012942	LIMS2	chr2:128395995-128439360	Normal	Disease	OK	36.8954	61.4285	0.735467	12.7273	5e-05	7.96728e-05	yes
XLOC_012943	XLOC_012943	WDR33	chr2:128461807-128568761	Normal	Disease	OK	14.9756	20.386	0.444967	7.42701	5e-05	7.96728e-05	yes
XLOC_012949	XLOC_012949	LOC100131320	chr2:130724164-130740311	Normal	Disease	OK	1.60484	9.53783	2.57123	12.7152	5e-05	7.96728e-05	yes
XLOC_012950	XLOC_012950	LOC440905	chr2:130783571-130808704	Normal	Disease	OK	0.51157	24.2849	5.56899	23.2802	5e-05	7.96728e-05	yes
XLOC_012951	XLOC_012951	POTEF	chr2:130831107-130886795	Normal	Disease	OK	0.0654615	1.28434	4.29423	5.40814	0.00025	0.000379973	yes
XLOC_012952	XLOC_012952	CCDC74B	chr2:130887195-130902631	Normal	Disease	OK	9.57345	11.4592	0.259396	1.89309	0.0075	0.00996796	yes
XLOC_012953	XLOC_012953	SMPD4	chr2:130908964-130948300	Normal	Disease	OK	16.869	18.3508	0.121465	1.92435	0.0057	0.00767875	yes
XLOC_012956	XLOC_012956	LOC100216479	chr2:131174325-131186119	Normal	Disease	OK	3.36987	8.04917	1.25615	8.53696	5e-05	7.96728e-05	yes
XLOC_012960	XLOC_012960	WTH3DI	chr2:132118064-132121731	Normal	Disease	OK	3.40827	4.29281	0.332883	2.4295	0.00085	0.00123951	yes
XLOC_012962	XLOC_012962	MZT2A	chr2:132241532-132250064	Normal	Disease	OK	81.2024	162.449	1.00039	14.309	5e-05	7.96728e-05	yes
XLOC_012968	XLOC_012968	NCKAP5	chr2:133429371-134326031	Normal	Disease	OK	0.996789	2.58445	1.3745	8.83822	5e-05	7.96728e-05	yes
XLOC_012975	XLOC_012975	DARS	chr2:136664253-136743222	Normal	Disease	OK	28.5223	70.5693	1.30695	24.5644	5e-05	7.96728e-05	yes
XLOC_012976	XLOC_012976	CXCR4	chr2:136871918-136875725	Normal	Disease	OK	51.1355	61.6801	0.270479	4.6852	5e-05	7.96728e-05	yes
XLOC_012979	XLOC_012979	GTDC1	chr2:144703580-145090083	Normal	Disease	OK	5.98667	7.95001	0.409202	3.25616	5e-05	7.96728e-05	yes
XLOC_012981	XLOC_012981	ORC4	chr2:148602569-149271044	Normal	Disease	OK	3.46105	5.93843	0.778872	8.03146	5e-05	7.96728e-05	yes
XLOC_012983	XLOC_012983	RND3	chr2:151324706-151344209	Normal	Disease	OK	22.4651	25.9071	0.205665	3.09609	5e-05	7.96728e-05	yes
XLOC_012984	XLOC_012984	RBM43	chr2:152104727-152118389	Normal	Disease	OK	4.68888	7.93607	0.75918	7.1695	5e-05	7.96728e-05	yes
XLOC_012985	XLOC_012985	NMI	chr2:152126981-152146430	Normal	Disease	OK	6.96086	10.2843	0.563106	3.723	5e-05	7.96728e-05	yes
XLOC_012988	XLOC_012988	ARL5A	chr2:152657479-152685009	Normal	Disease	OK	10.2945	30.6853	1.57568	20.6923	5e-05	7.96728e-05	yes
XLOC_012991	XLOC_012991	PRPF40A	chr2:153508106-153573975	Normal	Disease	OK	8.64421	28.2243	1.70713	34.0564	5e-05	7.96728e-05	yes
XLOC_012994	XLOC_012994	NR4A2	chr2:157180943-157189287	Normal	Disease	OK	22.3093	62.4538	1.48515	31.5243	5e-05	7.96728e-05	yes
XLOC_012999	XLOC_012999	CCDC148	chr2:159023161-159313265	Normal	Disease	OK	0.609914	2.65385	2.12141	5.36873	5e-05	7.96728e-05	yes
XLOC_013001	XLOC_013001	BAZ2B	chr2:160175489-160473059	Normal	Disease	OK	9.25497	38.4032	2.05292	45.2694	5e-05	7.96728e-05	yes
XLOC_013005	XLOC_013005	RBMS1	chr2:161128661-161350318	Normal	Disease	OK	12.8635	22.3742	0.79855	12.4681	5e-05	7.96728e-05	yes
XLOC_013008	XLOC_013008	GCG	chr2:162999384-163008914	Normal	Disease	OK	0	1.02274	inf	-nan	5e-05	7.96728e-05	yes
XLOC_013009	XLOC_013009	FAP	chr2:163027199-163100045	Normal	Disease	OK	0.610841	1.93972	1.66698	5.1819	5e-05	7.96728e-05	yes
XLOC_013010	XLOC_013010	IFIH1	chr2:163123588-163175039	Normal	Disease	OK	7.85239	9.02979	0.201561	2.11771	0.00315	0.00435317	yes
XLOC_013019	XLOC_013019	LOC100506124	chr2:166713985-166728451	Normal	Disease	OK	0.834718	3.30562	1.98556	5.43388	5e-05	7.96728e-05	yes
XLOC_013025	XLOC_013025	LOC100861402	chr2:169312758-169642939	Normal	Disease	OK	4.18876	5.51834	0.397712	2.36821	0.00065	0.000958958	yes
XLOC_013029	XLOC_013029	FASTKD1	chr2:170386262-170430424	Normal	Disease	OK	3.02051	5.75618	0.93032	6.27102	5e-05	7.96728e-05	yes
XLOC_013030	XLOC_013030	C2orf77	chr2:170501934-170550931	Normal	Disease	OK	0.228233	3.10582	3.7664	6.45014	5e-05	7.96728e-05	yes
XLOC_013031	XLOC_013031	METTL5	chr2:170655321-170681353	Normal	Disease	OK	18.3784	30.6874	0.739631	6.11114	5e-05	7.96728e-05	yes
XLOC_013033	XLOC_013033	TLK1	chr2:171847332-172087824	Normal	Disease	OK	13.0829	16.1999	0.308303	5.30802	5e-05	7.96728e-05	yes
XLOC_013034	XLOC_013034	METTL8	chr2:172173912-172341562	Normal	Disease	OK	2.45659	5.48836	1.15972	11.8844	5e-05	7.96728e-05	yes
XLOC_013038	XLOC_013038	MLK7-AS1	chr2:173940564-174146764	Normal	Disease	OK	0.115622	1.02223	3.14423	4.31617	0.00075	0.00109936	yes
XLOC_013040	XLOC_013040	OLA1	chr2:174937174-175113365	Normal	Disease	OK	7.32003	14.7618	1.01194	12.6936	5e-05	7.96728e-05	yes
XLOC_013041	XLOC_013041	CIR1	chr2:175212877-175260443	Normal	Disease	OK	19.5959	77.2667	1.97929	28.2628	5e-05	7.96728e-05	yes
XLOC_013042	XLOC_013042	GPR155	chr2:175296374-175351811	Normal	Disease	OK	4.5338	15.4201	1.76602	24.2378	5e-05	7.96728e-05	yes
XLOC_013045	XLOC_013045	CHN1	chr2:175664041-175870107	Normal	Disease	OK	5.85281	7.91542	0.435537	3.23425	5e-05	7.96728e-05	yes
XLOC_013049	XLOC_013049	KIAA1715	chr2:176790409-176867018	Normal	Disease	OK	5.62641	8.43837	0.584748	7.22673	5e-05	7.96728e-05	yes
XLOC_013052	XLOC_013052	HOXD-AS1	chr2:177037923-177055635	Normal	Disease	OK	1.55161	2.26165	0.543614	2.8099	5e-05	7.96728e-05	yes
XLOC_013054	XLOC_013054	LOC375295	chr2:177494308-177502302	Normal	Disease	OK	0.466367	1.9823	2.08764	3.43564	0.0013	0.00186362	yes
XLOC_013055	XLOC_013055	NFE2L2	chr2:178095030-178129859	Normal	Disease	OK	53.2858	59.8756	0.168217	3.80959	5e-05	7.96728e-05	yes
XLOC_013061	XLOC_013061	PRKRA	chr2:179059207-179672150	Normal	Disease	OK	34.9178	46.6589	0.418191	6.42391	5e-05	7.96728e-05	yes
XLOC_013065	XLOC_013065	SESTD1	chr2:179966418-180129350	Normal	Disease	OK	2.93143	4.17018	0.508505	6.10534	5e-05	7.96728e-05	yes
XLOC_013066	XLOC_013066	ZNF385B	chr2:180306710-180726232	Normal	Disease	OK	2.90458	10.1569	1.80606	12.1211	5e-05	7.96728e-05	yes
XLOC_013068	XLOC_013068	CWC22	chr2:180809603-180871780	Normal	Disease	OK	5.98744	15.32	1.3554	14.126	5e-05	7.96728e-05	yes
XLOC_013070	XLOC_013070	CERKL	chr2:182321618-182521834	Normal	Disease	OK	0.747779	1.34589	0.847872	2.38487	0.0008	0.00116928	yes
XLOC_013072	XLOC_013072	PDE1A	chr2:183007182-183387465	Normal	Disease	OK	2.47254	3.54354	0.519197	2.41459	0.00095	0.00137913	yes
XLOC_013080	XLOC_013080	COL5A2	chr2:189896640-190044605	Normal	Disease	OK	4.14435	5.29936	0.354673	3.90486	5e-05	7.96728e-05	yes
XLOC_013083	XLOC_013083	OSGEPL1	chr2:190611385-190627924	Normal	Disease	OK	2.465	3.27925	0.411775	2.02839	0.00385	0.00527558	yes
XLOC_013084	XLOC_013084	ORMDL1	chr2:190634992-190742355	Normal	Disease	OK	12.4633	30.5269	1.29239	15.0679	5e-05	7.96728e-05	yes
XLOC_013086	XLOC_013086	HIBCH	chr2:191069359-191184771	Normal	Disease	OK	4.86362	6.55576	0.430734	2.69251	0.00035	0.000526919	yes
XLOC_013089	XLOC_013089	STAT4	chr2:191894301-192016322	Normal	Disease	OK	1.01178	2.27572	1.16942	4.42086	5e-05	7.96728e-05	yes
XLOC_013091	XLOC_013091	TMEFF2	chr2:192814746-193059644	Normal	Disease	OK	20.323	467.358	4.52334	71.9254	5e-05	7.96728e-05	yes
XLOC_013099	XLOC_013099	ANKRD44	chr2:197851385-198175521	Normal	Disease	OK	2.68657	3.18459	0.245344	1.8534	0.0061	0.00818867	yes
XLOC_013100	XLOC_013100	SF3B1	chr2:198256697-198299771	Normal	Disease	OK	68.8513	77.9931	0.179862	5.0066	5e-05	7.96728e-05	yes
XLOC_013101	XLOC_013101	HSPD1	chr2:198351307-198418423	Normal	Disease	OK	39.041	71.3063	0.869039	16.7758	5e-05	7.96728e-05	yes
XLOC_013104	XLOC_013104	SATB2	chr2:200134222-200337481	Normal	Disease	OK	1.83188	2.317	0.338926	2.22353	0.00205	0.0028824	yes
XLOC_013106	XLOC_013106	TYW5	chr2:200793633-200828847	Normal	Disease	OK	1.67668	4.07043	1.27957	8.90592	5e-05	7.96728e-05	yes
XLOC_013109	XLOC_013109	CLK1	chr2:201717731-201729467	Normal	Disease	OK	45.5983	98.1208	1.10558	23.4274	5e-05	7.96728e-05	yes
XLOC_013110	XLOC_013110	PPIL3	chr2:201735678-201753849	Normal	Disease	OK	15.0631	21.0102	0.48007	3.95155	5e-05	7.96728e-05	yes
XLOC_013111	XLOC_013111	ORC2	chr2:201774893-201828424	Normal	Disease	OK	8.37745	10.0867	0.267864	2.80588	5e-05	7.96728e-05	yes
XLOC_013112	XLOC_013112	FAM126B	chr2:201838440-201936392	Normal	Disease	OK	2.67947	5.74562	1.10051	12.8585	5e-05	7.96728e-05	yes
XLOC_013120	XLOC_013120	SUMO1	chr2:203070902-203103322	Normal	Disease	OK	28.0973	48.5322	0.788514	10.5121	5e-05	7.96728e-05	yes
XLOC_013121	XLOC_013121	ICA1L	chr2:203637872-203736371	Normal	Disease	OK	1.88375	6.14505	1.70581	10.2931	5e-05	7.96728e-05	yes
XLOC_013124	XLOC_013124	INO80D	chr2:206858444-206950906	Normal	Disease	OK	2.52684	3.12144	0.30488	3.8264	5e-05	7.96728e-05	yes
XLOC_013133	XLOC_013133	METTL21A	chr2:208473838-208489973	Normal	Disease	OK	2.27487	3.03989	0.418237	2.88302	5e-05	7.96728e-05	yes
XLOC_013142	XLOC_013142	KANSL1L	chr2:210867351-211036051	Normal	Disease	OK	5.11859	5.90278	0.205647	2.09864	0.0022	0.0030862	yes
XLOC_013168	XLOC_013168	RNF25	chr2:219528586-219567440	Normal	Disease	OK	16.4814	19.2864	0.226751	2.21621	0.00135	0.00193094	yes
XLOC_013170	XLOC_013170	FEV	chr2:219845808-219850379	Normal	Disease	OK	7.51028	17.0371	1.18174	9.93165	5e-05	7.96728e-05	yes
XLOC_013173	XLOC_013173	CCDC108	chr2:219866936-219906245	Normal	Disease	OK	0.512208	1.87575	1.87267	7.51901	5e-05	7.96728e-05	yes
XLOC_013177	XLOC_013177	SLC23A3	chr2:220026180-220034817	Normal	Disease	OK	0.438655	1.39458	1.66867	3.58525	5e-05	7.96728e-05	yes
XLOC_013179	XLOC_013179	ABCB6	chr2:220074487-220083712	Normal	Disease	OK	11.0951	14.6375	0.399745	4.80923	5e-05	7.96728e-05	yes
XLOC_013186	XLOC_013186	DNPEP	chr2:220238179-220252662	Normal	Disease	OK	28.1401	30.1481	0.0994375	1.63036	0.0193	0.0245978	yes
XLOC_013187	XLOC_013187	CHPF	chr2:220403668-220408487	Normal	Disease	OK	49.0951	103.405	1.07465	26.1469	5e-05	7.96728e-05	yes
XLOC_013189	XLOC_013189	OBSL1	chr2:220415449-220436268	Normal	Disease	OK	25.0314	28.5456	0.189533	3.76055	5e-05	7.96728e-05	yes
XLOC_013193	XLOC_013193	FARSB	chr2:223436161-223520827	Normal	Disease	OK	21.2925	28.9126	0.441353	6.31083	5e-05	7.96728e-05	yes
XLOC_013195	XLOC_013195	AP1S3	chr2:224620046-224702319	Normal	Disease	OK	2.76511	5.23426	0.920651	6.85058	5e-05	7.96728e-05	yes
XLOC_013212	XLOC_013212	SP110	chr2:231033644-231090444	Normal	Disease	OK	18.1169	26.3309	0.539419	6.87989	5e-05	7.96728e-05	yes
XLOC_013221	XLOC_013221	LINC00471	chr2:232373136-232379050	Normal	Disease	OK	0.165009	0.685565	2.05475	1.9697	0.0157	0.0202175	yes
XLOC_013228	XLOC_013228	TIGD1	chr2:233412778-233415226	Normal	Disease	OK	2.28129	4.71471	1.04732	5.55831	5e-05	7.96728e-05	yes
XLOC_013229	XLOC_013229	KCNJ13	chr2:233562014-233725289	Normal	Disease	OK	0.0307247	1.01685	5.04856	2.57064	0.00755	0.0100292	yes
XLOC_013231	XLOC_013231	USP40	chr2:234384164-234474236	Normal	Disease	OK	9.5744	12.415	0.374827	5.79163	5e-05	7.96728e-05	yes
XLOC_013235	XLOC_013235	MSL3P1	chr2:234774089-234777055	Normal	Disease	OK	5.29288	8.5354	0.689405	4.78431	5e-05	7.96728e-05	yes
XLOC_013239	XLOC_013239	IQCA1	chr2:237232793-237416092	Normal	Disease	OK	2.47355	3.72725	0.591528	3.56355	5e-05	7.96728e-05	yes
XLOC_013244	XLOC_013244	HES6	chr2:239146907-239148681	Normal	Disease	OK	1.94782	4.40074	1.17589	4.11402	5e-05	7.96728e-05	yes
XLOC_013254	XLOC_013254	NDUFA10	chr2:240896788-240964819	Normal	Disease	OK	18.5994	19.8949	0.0971432	1.87731	0.00825	0.0109228	yes
XLOC_013258	XLOC_013258	MYEOV2	chr2:241065979-241075764	Normal	Disease	OK	56.6205	131.131	1.21161	10.9076	5e-05	7.96728e-05	yes
XLOC_013260	XLOC_013260	PP14571	chr2:241375114-241407495	Normal	Disease	OK	1.03805	1.47679	0.508591	1.51302	0.0328	0.0407043	yes
XLOC_013261	XLOC_013261	ANKMY1	chr2:241418838-241497405	Normal	Disease	OK	1.74483	2.64376	0.599506	2.70923	0.0002	0.000306269	yes
XLOC_013267	XLOC_013267	PASK	chr2:242045513-242089394	Normal	Disease	OK	2.82194	4.86404	0.785471	6.13405	5e-05	7.96728e-05	yes
XLOC_013269	XLOC_013269	STK25	chr2:242434431-242448034	Normal	Disease	OK	43.4752	53.9781	0.312182	6.14712	5e-05	7.96728e-05	yes
XLOC_013271	XLOC_013271	THAP4	chr2:242523819-242576725	Normal	Disease	OK	63.9567	81.4698	0.34917	4.76608	5e-05	7.96728e-05	yes
XLOC_013272	XLOC_013272	DTYMK	chr2:242615156-242626383	Normal	Disease	OK	11.8292	20.458	0.790308	6.10705	5e-05	7.96728e-05	yes
XLOC_013278	XLOC_013278	DEFB132	chr20:238376-241736	Normal	Disease	OK	0.702024	1.08741	0.631301	1.61237	0.02285	0.0289072	yes
XLOC_013280	XLOC_013280	SOX12	chr20:306238-310867	Normal	Disease	OK	8.32819	13.2497	0.669886	9.11155	5e-05	7.96728e-05	yes
XLOC_013283	XLOC_013283	RBCK1	chr20:388708-411610	Normal	Disease	OK	27.0832	37.132	0.455266	7.83393	5e-05	7.96728e-05	yes
XLOC_013288	XLOC_013288	SNPH	chr20:1246959-1289971	Normal	Disease	OK	3.81517	4.49767	0.237429	2.13395	0.00305	0.00421956	yes
XLOC_013289	XLOC_013289	LOC100507495	chr20:1290554-1373816	Normal	Disease	OK	3.32781	3.97693	0.257086	1.44359	0.03945	0.0484168	yes
XLOC_013295	XLOC_013295	MIR1292,NOP56	chr20:2633177-2639039	Normal	Disease	OK	38.4345	54.8841	0.513985	7.39847	5e-05	7.96728e-05	yes
XLOC_013304	XLOC_013304	GNRH2	chr20:3024267-3026391	Normal	Disease	OK	0	0.954205	inf	-nan	0.0004	0.000600295	yes
XLOC_013305	XLOC_013305	MRPS26	chr20:3026674-3028896	Normal	Disease	OK	47.0369	71.7208	0.608599	8.54505	5e-05	7.96728e-05	yes
XLOC_013308	XLOC_013308	ITPA	chr20:3190055-3204506	Normal	Disease	OK	22.8141	45.3776	0.992053	10.4305	5e-05	7.96728e-05	yes
XLOC_013311	XLOC_013311	CDC25B	chr20:3776400-3786761	Normal	Disease	OK	5.3748	7.5285	0.486152	4.49994	5e-05	7.96728e-05	yes
XLOC_013312	XLOC_013312	C20orf29	chr20:3801170-3805954	Normal	Disease	OK	9.5742	12.1614	0.345084	2.8876	0.0001	0.000156483	yes
XLOC_013313	XLOC_013313	MAVS	chr20:3827445-3856770	Normal	Disease	OK	18.215	21.4411	0.235255	6.53518	5e-05	7.96728e-05	yes
XLOC_013314	XLOC_013314	PANK2	chr20:3869485-3904502	Normal	Disease	OK	8.33173	13.0448	0.646783	5.21525	5e-05	7.96728e-05	yes
XLOC_013316	XLOC_013316	SMOX	chr20:4129449-4168369	Normal	Disease	OK	12.8109	25.559	0.996461	10.3531	5e-05	7.96728e-05	yes
XLOC_013325	XLOC_013325	MCM8	chr20:5931297-5975831	Normal	Disease	OK	2.7977	4.61577	0.72233	5.03931	5e-05	7.96728e-05	yes
XLOC_013326	XLOC_013326	CRLS1	chr20:5986738-6020697	Normal	Disease	OK	12.6979	16.7033	0.395546	5.58289	5e-05	7.96728e-05	yes
XLOC_013328	XLOC_013328	PLCB1	chr20:8113295-8865547	Normal	Disease	OK	4.28994	7.2097	0.748981	8.84468	5e-05	7.96728e-05	yes
XLOC_013329	XLOC_013329	PLCB4	chr20:9049700-9461462	Normal	Disease	OK	5.44106	9.00852	0.727403	8.62748	5e-05	7.96728e-05	yes
XLOC_013330	XLOC_013330	LAMP5	chr20:9495004-9511171	Normal	Disease	OK	2.53582	4.04691	0.674366	3.23727	5e-05	7.96728e-05	yes
XLOC_013332	XLOC_013332	SNAP25	chr20:10004459-10288066	Normal	Disease	OK	2.90719	4.30235	0.565499	2.85578	5e-05	7.96728e-05	yes
XLOC_013333	XLOC_013333	C20orf94	chr20:10415950-10604027	Normal	Disease	OK	0.666677	1.41524	1.08599	2.31408	0.00555	0.00748727	yes
XLOC_013337	XLOC_013337	C20orf7	chr20:13765671-13799067	Normal	Disease	OK	1.76092	3.34934	0.927551	4.05141	5e-05	7.96728e-05	yes
XLOC_013339	XLOC_013339	SNRPB2	chr20:16710608-16722417	Normal	Disease	OK	16.1257	45.7592	1.5047	17.6336	5e-05	7.96728e-05	yes
XLOC_013346	XLOC_013346	ZNF133	chr20:18269120-18297640	Normal	Disease	OK	5.18668	7.67827	0.56597	4.09937	5e-05	7.96728e-05	yes
XLOC_013348	XLOC_013348	POLR3F	chr20:18448032-18465286	Normal	Disease	OK	4.11856	7.56045	0.876334	5.67075	5e-05	7.96728e-05	yes
XLOC_013359	XLOC_013359	INSM1	chr20:20348764-20351592	Normal	Disease	OK	0.274173	2.72879	3.3151	7.56471	5e-05	7.96728e-05	yes
XLOC_013360	XLOC_013360	PLK1S1	chr20:21106623-21227258	Normal	Disease	OK	7.60322	16.619	1.12815	10.2073	5e-05	7.96728e-05	yes
XLOC_013378	XLOC_013378	FRG1B	chr20:29611878-29634007	Normal	Disease	OK	21.5731	35.0123	0.69863	6.33585	5e-05	7.96728e-05	yes
XLOC_013384	XLOC_013384	HM13	chr20:30102240-30157370	Normal	Disease	OK	139.144	180.403	0.37465	9.71421	5e-05	7.96728e-05	yes
