test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
XLOC_014004	XLOC_014004	C21orf33	chr21:45553493-45565605	Normal	Disease	OK	47.4828	71.1256	0.582965	10.3164	5e-05	7.96728e-05	yes
XLOC_014018	XLOC_014018	LOC100505746	chr21:46305867-46349595	Normal	Disease	OK	0.721117	1.92202	1.41432	3.91707	5e-05	7.96728e-05	yes
XLOC_014019	XLOC_014019	FAM207A	chr21:46359954-46396888	Normal	Disease	OK	5.19745	7.78808	0.583465	2.42163	0.00125	0.00179515	yes
XLOC_014020	XLOC_014020	ADARB1	chr21:46494492-46646478	Normal	Disease	OK	10.411	13.8632	0.413155	4.9767	5e-05	7.96728e-05	yes
XLOC_014021	XLOC_014021	LOC642852	chr21:46707966-46717269	Normal	Disease	OK	2.20039	3.66854	0.737444	6.49346	5e-05	7.96728e-05	yes
XLOC_014024	XLOC_014024	COL6A1	chr21:47401662-47424963	Normal	Disease	OK	83.2984	122.738	0.559217	22.4674	5e-05	7.96728e-05	yes
XLOC_014025	XLOC_014025	COL6A2	chr21:47518032-47552763	Normal	Disease	OK	168.587	191.255	0.18201	6.79162	5e-05	7.96728e-05	yes
XLOC_014027	XLOC_014027	YBEY	chr21:47706266-47717665	Normal	Disease	OK	24.7441	50.9126	1.04094	8.93505	5e-05	7.96728e-05	yes
XLOC_014028	XLOC_014028	PCNT	chr21:47744035-47865682	Normal	Disease	OK	2.94783	3.42316	0.215674	2.48584	0.00025	0.000379973	yes
XLOC_014029	XLOC_014029	DIP2A	chr21:47878861-47989926	Normal	Disease	OK	9.87637	12.9523	0.391155	6.09714	5e-05	7.96728e-05	yes
XLOC_014031	XLOC_014031	TEKT4P2	chr21:9907188-9968593	Normal	Disease	OK	7.80878	19.0938	1.28993	7.5095	5e-05	7.96728e-05	yes
XLOC_014035	XLOC_014035	C21orf15	chr21:15215453-15220685	Normal	Disease	OK	0.413651	11.6866	4.8203	8.37911	5e-05	7.96728e-05	yes
XLOC_014039	XLOC_014039	SAMSN1	chr21:15857548-15955723	Normal	Disease	OK	3.23777	4.02004	0.312209	1.54606	0.0253	0.0318401	yes
XLOC_014041	XLOC_014041	NRIP1	chr21:16333555-16437126	Normal	Disease	OK	6.2265	8.25175	0.406278	5.92751	5e-05	7.96728e-05	yes
XLOC_014052	XLOC_014052	ATP5J	chr21:27096790-27144771	Normal	Disease	OK	153.131	271.032	0.8237	15.2306	5e-05	7.96728e-05	yes
XLOC_014056	XLOC_014056	ADAMTS5	chr21:28290230-28339439	Normal	Disease	OK	0.822229	1.68743	1.03721	6.71481	5e-05	7.96728e-05	yes
XLOC_014058	XLOC_014058	LTN1	chr21:30300465-30365277	Normal	Disease	OK	3.74016	4.5326	0.277239	3.10315	5e-05	7.96728e-05	yes
XLOC_014059	XLOC_014059	RWDD2B	chr21:30378079-30391685	Normal	Disease	OK	10.037	19.3856	0.949652	8.56447	5e-05	7.96728e-05	yes
XLOC_014060	XLOC_014060	CCT8	chr21:30428647-30446010	Normal	Disease	OK	20.0814	35.0062	0.801751	10.6393	5e-05	7.96728e-05	yes
XLOC_014061	XLOC_014061	GRIK1	chr21:30909253-31312282	Normal	Disease	OK	3.01286	8.16786	1.43882	10.9193	5e-05	7.96728e-05	yes
XLOC_014064	XLOC_014064	CLDN8	chr21:31586323-31588469	Normal	Disease	OK	8.2434	11.8794	0.527146	4.64152	5e-05	7.96728e-05	yes
XLOC_014093	XLOC_014093	MIS18A	chr21:33640529-33651376	Normal	Disease	OK	4.44174	10.6312	1.25911	7.48477	5e-05	7.96728e-05	yes
XLOC_014096	XLOC_014096	TCP10L	chr21:33947150-33957845	Normal	Disease	OK	0.288463	0.657985	1.18967	2.37756	0.00295	0.00408715	yes
XLOC_014097	XLOC_014097	C21orf59	chr21:33973983-33984918	Normal	Disease	OK	30.7934	37.7769	0.294883	3.72507	5e-05	7.96728e-05	yes
XLOC_014099	XLOC_014099	GCFC1	chr21:34100424-34144169	Normal	Disease	OK	4.86338	13.4614	1.4688	15.1612	5e-05	7.96728e-05	yes
XLOC_014103	XLOC_014103	TMEM50B	chr21:34775201-34852316	Normal	Disease	OK	24.1088	29.3757	0.285063	4.76517	5e-05	7.96728e-05	yes
XLOC_014104	XLOC_014104	DNAJC28	chr21:34860237-34864023	Normal	Disease	OK	0.540415	1.21358	1.16713	2.36079	0.0027	0.00375615	yes
XLOC_014106	XLOC_014106	DONSON	chr21:34950210-34961014	Normal	Disease	OK	2.41805	7.79849	1.68935	9.17512	5e-05	7.96728e-05	yes
XLOC_014107	XLOC_014107	CRYZL1	chr21:34961647-35014160	Normal	Disease	OK	7.00588	12.0762	0.785531	5.78825	5e-05	7.96728e-05	yes
XLOC_014108	XLOC_014108	ATP5O	chr21:35275756-35288158	Normal	Disease	OK	131.469	169.176	0.363809	7.05818	5e-05	7.96728e-05	yes
XLOC_014110	XLOC_014110	RCAN1	chr21:35888783-35987382	Normal	Disease	OK	13.499	15.1071	0.162375	1.8146	0.0076	0.0100921	yes
XLOC_014113	XLOC_014113	SETD4	chr21:37406838-37432819	Normal	Disease	OK	7.17438	8.98515	0.324688	2.43235	0.0014	0.00199871	yes
XLOC_014118	XLOC_014118	PIGP	chr21:38437663-38445458	Normal	Disease	OK	29.3237	38.8413	0.405522	3.73686	5e-05	7.96728e-05	yes
XLOC_014120	XLOC_014120	KCNJ6	chr21:38996785-39288696	Normal	Disease	OK	0.177284	0.686318	1.95282	3.17731	0.002	0.00281652	yes
XLOC_014124	XLOC_014124	PSMG1	chr21:40547383-40555440	Normal	Disease	OK	17.6833	27.2185	0.622201	5.54392	5e-05	7.96728e-05	yes
XLOC_014125	XLOC_014125	BRWD1	chr21:40557403-40685712	Normal	Disease	OK	3.01363	5.21191	0.790307	12.2265	5e-05	7.96728e-05	yes
XLOC_014127	XLOC_014127	HMGN1	chr21:40714240-40721047	Normal	Disease	OK	64.7479	114.049	0.816747	15.924	5e-05	7.96728e-05	yes
XLOC_014128	XLOC_014128	LCA5L	chr21:40777769-40816128	Normal	Disease	OK	0.207822	1.0345	2.31551	3.77815	0.00045	0.000672419	yes
XLOC_014133	XLOC_014133	PLAC4	chr21:42539727-42648524	Normal	Disease	OK	0.405861	1.08532	1.41906	6.8478	5e-05	7.96728e-05	yes
XLOC_014134	XLOC_014134	TMPRSS2	chr21:42836477-42880085	Normal	Disease	OK	242.953	261.427	0.105732	3.87292	5e-05	7.96728e-05	yes
XLOC_014137	XLOC_014137	PRDM15	chr21:43218384-43299591	Normal	Disease	OK	1.54776	1.81089	0.226514	1.48181	0.0345	0.0426992	yes
XLOC_014141	XLOC_014141	TFF3	chr21:43731776-43735706	Normal	Disease	OK	104.165	181.655	0.802321	17.4663	5e-05	7.96728e-05	yes
XLOC_014147	XLOC_014147	CBS	chr21:44473300-44496472	Normal	Disease	OK	19.8253	94.7492	2.25677	38.4918	5e-05	7.96728e-05	yes
XLOC_014149	XLOC_014149	SIK1	chr21:44834397-44847002	Normal	Disease	OK	24.6457	54.5075	1.14512	28.7582	5e-05	7.96728e-05	yes
XLOC_014151	XLOC_014151	HSF2BP	chr21:44949071-45079374	Normal	Disease	OK	0.105662	0.876984	3.0531	3.04313	0.00385	0.00527558	yes
XLOC_014156	XLOC_014156	C21orf2	chr21:45748826-45759285	Normal	Disease	OK	8.24725	13.062	0.663395	6.08373	5e-05	7.96728e-05	yes
XLOC_014166	XLOC_014166	UBE2G2	chr21:46188494-46221751	Normal	Disease	OK	28.4071	64.3025	1.17863	24.4962	5e-05	7.96728e-05	yes
XLOC_014170	XLOC_014170	C21orf67	chr21:46353198-46359828	Normal	Disease	OK	1.66692	3.19579	0.938989	2.92771	0.0001	0.000156483	yes
XLOC_014173	XLOC_014173	SSR4P1	chr21:46490870-46493126	Normal	Disease	OK	0.983934	1.85044	0.911238	2.99523	0.00015	0.000231891	yes
XLOC_014174	XLOC_014174	POFUT2	chr21:46683842-46707811	Normal	Disease	OK	14.0978	18.3092	0.377096	4.94733	5e-05	7.96728e-05	yes
XLOC_014179	XLOC_014179	FTCD	chr21:47556175-47575481	Normal	Disease	OK	0.639296	3.32448	2.37857	6.34372	5e-05	7.96728e-05	yes
XLOC_014180	XLOC_014180	C21orf56	chr21:47581061-47604373	Normal	Disease	OK	41.7002	58.2844	0.483056	6.48941	5e-05	7.96728e-05	yes
XLOC_014183	XLOC_014183	C21orf58	chr21:47721046-47743785	Normal	Disease	OK	1.10665	2.45645	1.15038	4.80057	5e-05	7.96728e-05	yes
XLOC_014195	XLOC_014195	TUBA8	chr22:18593452-18614498	Normal	Disease	OK	0.782306	1.25901	0.686491	1.84102	0.012	0.0156338	yes
XLOC_014196	XLOC_014196	USP18	chr22:18632757-18660162	Normal	Disease	OK	4.25866	5.07778	0.253797	1.50509	0.03295	0.0408837	yes
XLOC_014197	XLOC_014197	DGCR6	chr22:18893735-18899601	Normal	Disease	OK	5.6287	11.1105	0.981055	5.48649	5e-05	7.96728e-05	yes
XLOC_014202	XLOC_014202	MRPL40	chr22:19420035-19423596	Normal	Disease	OK	48.3464	61.0008	0.33542	3.80738	5e-05	7.96728e-05	yes
XLOC_014204	XLOC_014204	SEPT5,SEPT5-GP1BB	chr22:19701986-19712297	Normal	Disease	OK	6.53615	24.4962	1.90605	20.9462	5e-05	7.96728e-05	yes
XLOC_014205	XLOC_014205	TBX1	chr22:19744225-19771112	Normal	Disease	OK	2.66632	11.2774	2.08051	11.5323	5e-05	7.96728e-05	yes
XLOC_014206	XLOC_014206	COMT,MIR4761	chr22:19863039-20004309	Normal	Disease	OK	53.4497	69.9195	0.387514	7.33544	5e-05	7.96728e-05	yes
XLOC_014209	XLOC_014209	DGCR8	chr22:20067754-20104768	Normal	Disease	OK	10.8887	12.4153	0.189287	2.60607	0.00015	0.000231891	yes
XLOC_014215	XLOC_014215	ZNF74	chr22:20748404-20762753	Normal	Disease	OK	4.06633	4.75073	0.22442	1.76405	0.00955	0.0125665	yes
XLOC_014218	XLOC_014218	TMEM191A	chr22:21055401-21058891	Normal	Disease	OK	0.35752	0.890157	1.31604	2.51746	0.0039	0.00534073	yes
XLOC_014223	XLOC_014223	LZTR1	chr22:21336557-21353326	Normal	Disease	OK	11.8129	18.4948	0.646756	10.0574	5e-05	7.96728e-05	yes
XLOC_014224	XLOC_014224	THAP7-AS1	chr22:21354060-21368576	Normal	Disease	OK	0.895804	2.38672	1.41378	3.32625	0.0001	0.000156483	yes
XLOC_014227	XLOC_014227	BCRP2	chr22:21457304-21476575	Normal	Disease	OK	0.189649	0.734267	1.95297	3.17756	0.002	0.00281652	yes
XLOC_014230	XLOC_014230	HIC2	chr22:21771692-21805750	Normal	Disease	OK	1.56249	2.24905	0.525464	3.66388	5e-05	7.96728e-05	yes
XLOC_014232	XLOC_014232	UBE2L3	chr22:21899957-21978323	Normal	Disease	OK	39.8762	44.193	0.14829	3.03555	5e-05	7.96728e-05	yes
XLOC_014234	XLOC_014234	SDF2L1	chr22:21996541-21998588	Normal	Disease	OK	20.1474	25.7877	0.35609	2.81598	0.00015	0.000231891	yes
XLOC_014247	XLOC_014247	FBXW4P1	chr22:23522551-23660224	Normal	Disease	OK	0.265376	0.770624	1.53799	2.72261	0.0015	0.00213707	yes
XLOC_014248	XLOC_014248	RGL4	chr22:23980674-24059610	Normal	Disease	OK	1.45936	2.81026	0.945368	4.30915	5e-05	7.96728e-05	yes
XLOC_014250	XLOC_014250	MMP11	chr22:24115035-24126503	Normal	Disease	OK	1.96313	2.71468	0.467626	2.04971	0.0045	0.0061288	yes
XLOC_014252	XLOC_014252	SLC2A11	chr22:24199058-24227725	Normal	Disease	OK	3.64638	8.42266	1.20781	7.90408	5e-05	7.96728e-05	yes
XLOC_014439	XLOC_014439	ADM2	chr22:50919984-50924866	Normal	Disease	OK	4.92192	7.84835	0.673168	6.47965	5e-05	7.96728e-05	yes
XLOC_014441	XLOC_014441	NCAPH2	chr22:50946644-50968514	Normal	Disease	OK	11.9233	13.8809	0.219314	2.48931	0.00035	0.000526919	yes
XLOC_014443	XLOC_014443	LOC100144603	chr22:51021454-51022355	Normal	Disease	OK	1.32828	2.3885	0.846541	1.43775	0.03775	0.0464576	yes
XLOC_014444	XLOC_014444	MAPK8IP2	chr22:51039130-51049979	Normal	Disease	OK	3.42074	7.61184	1.15394	8.88591	5e-05	7.96728e-05	yes
XLOC_014447	XLOC_014447	RPL23AP82	chr22:51195513-51238065	Normal	Disease	OK	2.61613	4.40538	0.751829	3.06661	5e-05	7.96728e-05	yes
XLOC_014448	XLOC_014448	POTEH	chr22:16256331-16287937	Normal	Disease	OK	4.35186	58.1893	3.74105	29.3431	5e-05	7.96728e-05	yes
XLOC_014455	XLOC_014455	CECR5	chr22:17618409-17646335	Normal	Disease	OK	12.2239	14.2725	0.223527	2.05029	0.0032	0.00441746	yes
XLOC_014458	XLOC_014458	ATP6V1E1	chr22:18074902-18111588	Normal	Disease	OK	72.5988	87.3568	0.266974	5.02295	5e-05	7.96728e-05	yes
XLOC_014468	XLOC_014468	SLC25A1	chr22:19163087-19166338	Normal	Disease	OK	73.6731	100.304	0.445164	8.95984	5e-05	7.96728e-05	yes
XLOC_014476	XLOC_014476	TXNRD2	chr22:19863039-20004309	Normal	Disease	OK	29.2942	40.5134	0.467787	6.98559	5e-05	7.96728e-05	yes
XLOC_014477	XLOC_014477	ARVCF	chr22:19863039-20004309	Normal	Disease	OK	4.06989	7.44721	0.871711	7.78624	5e-05	7.96728e-05	yes
XLOC_014478	XLOC_014478	TRMT2A	chr22:20067754-20104768	Normal	Disease	OK	12.8253	14.5573	0.182756	2.19041	0.00105	0.00151794	yes
XLOC_014480	XLOC_014480	LOC284865	chr22:20186252-20192441	Normal	Disease	OK	0.310457	0.625583	1.01081	1.87977	0.0182	0.0232503	yes
XLOC_014483	XLOC_014483	DGCR6L	chr22:20301760-20307628	Normal	Disease	OK	42.7504	66.0318	0.627222	9.28128	5e-05	7.96728e-05	yes
XLOC_014484	XLOC_014484	PI4KAP1	chr22:20383730-20398695	Normal	Disease	OK	0.312306	1.52006	2.28309	4.85356	5e-05	7.96728e-05	yes
XLOC_014486	XLOC_014486	SCARF2	chr22:20778873-20792146	Normal	Disease	OK	5.71625	7.86409	0.460212	4.28035	5e-05	7.96728e-05	yes
XLOC_014488	XLOC_014488	PI4KA	chr22:21061978-21213100	Normal	Disease	OK	25.5029	28.5631	0.163489	2.98104	5e-05	7.96728e-05	yes
XLOC_014489	XLOC_014489	THAP7	chr22:21354060-21368576	Normal	Disease	OK	29.7652	41.2457	0.470619	5.12592	5e-05	7.96728e-05	yes
XLOC_014495	XLOC_014495	YDJC	chr22:21982377-21984340	Normal	Disease	OK	12.9529	15.0008	0.211769	1.70005	0.01475	0.0190554	yes
XLOC_014496	XLOC_014496	YPEL1	chr22:22020272-22090071	Normal	Disease	OK	3.67139	5.77405	0.65326	5.3934	5e-05	7.96728e-05	yes
XLOC_014500	XLOC_014500	ZNF280B	chr22:22838771-22863505	Normal	Disease	OK	1.02164	1.24643	0.286922	1.44357	0.04025	0.0493509	yes
XLOC_014509	XLOC_014509	GUSBP11	chr22:23980674-24059610	Normal	Disease	OK	3.01404	10.3225	1.77602	13.7334	5e-05	7.96728e-05	yes
XLOC_014511	XLOC_014511	VPREB3	chr22:24094929-24096630	Normal	Disease	OK	3.16019	6.97857	1.14292	3.04124	0.00055	0.000816324	yes
XLOC_014512	XLOC_014512	CHCHD10	chr22:24105207-24110141	Normal	Disease	OK	120.719	347.889	1.52698	27.0829	5e-05	7.96728e-05	yes
XLOC_014514	XLOC_014514	LOC284889	chr22:24235896-24241117	Normal	Disease	OK	1.10198	1.73965	0.658697	2.01821	0.00555	0.00748727	yes
XLOC_014516	XLOC_014516	DDT	chr22:24309025-24322019	Normal	Disease	OK	35.4964	71.1234	1.00265	8.91597	5e-05	7.96728e-05	yes
XLOC_014523	XLOC_014523	FAM211B	chr22:24979717-25024972	Normal	Disease	OK	17.5	31.368	0.841941	8.10576	5e-05	7.96728e-05	yes
XLOC_014528	XLOC_014528	LRP5L	chr22:25747384-25777544	Normal	Disease	OK	3.75468	8.21221	1.12908	6.44018	5e-05	7.96728e-05	yes
XLOC_014541	XLOC_014541	RHBDD3	chr22:29655843-29663914	Normal	Disease	OK	9.5616	14.7623	0.62659	5.34384	5e-05	7.96728e-05	yes
XLOC_014545	XLOC_014545	RFPL1-AS1	chr22:29833003-29838444	Normal	Disease	OK	0.688765	3.87586	2.49243	11.5645	5e-05	7.96728e-05	yes
XLOC_014547	XLOC_014547	NIPSNAP1	chr22:29950797-29977326	Normal	Disease	OK	39.8019	42.6569	0.0999422	1.6781	0.0111	0.0145035	yes
XLOC_014551	XLOC_014551	OSM	chr22:30658818-30662829	Normal	Disease	OK	1.57431	2.43324	0.62816	2.24859	0.00225	0.0031517	yes
XLOC_014555	XLOC_014555	KIAA1656	chr22:30727976-30773894	Normal	Disease	OK	0.271488	1.24439	2.19647	7.75821	5e-05	7.96728e-05	yes
XLOC_014556	XLOC_014556	RNF215	chr22:30774802-30783302	Normal	Disease	OK	4.64508	6.67095	0.52219	3.24158	5e-05	7.96728e-05	yes
XLOC_014565	XLOC_014565	SELM	chr22:31500762-31503551	Normal	Disease	OK	251.175	391.126	0.638942	16.1339	5e-05	7.96728e-05	yes
XLOC_014576	XLOC_014576	SLC5A4	chr22:32614462-32651318	Normal	Disease	OK	0.370125	2.49823	2.75483	6.00068	5e-05	7.96728e-05	yes
XLOC_014577	XLOC_014577	RFPL3-AS1	chr22:32750871-32767063	Normal	Disease	OK	0.389179	2.18412	2.48855	3.593	0.00035	0.000526919	yes
XLOC_014587	XLOC_014587	APOL2	chr22:36622254-36636000	Normal	Disease	OK	33.7157	56.223	0.73774	13.7094	5e-05	7.96728e-05	yes
XLOC_014589	XLOC_014589	TXN2	chr22:36863092-36877687	Normal	Disease	OK	97.6298	115.185	0.238557	5.33834	5e-05	7.96728e-05	yes
XLOC_014590	XLOC_014590	FOXRED2	chr22:36883232-36903148	Normal	Disease	OK	13.5166	18.3596	0.441801	7.23881	5e-05	7.96728e-05	yes
XLOC_014593	XLOC_014593	IFT27	chr22:37154245-37172177	Normal	Disease	OK	18.4928	34.893	0.915978	7.17688	5e-05	7.96728e-05	yes
XLOC_014594	XLOC_014594	PVALB	chr22:37196744-37215517	Normal	Disease	OK	0.466561	1.55983	1.74125	1.63023	0.02705	0.0339137	yes
XLOC_014596	XLOC_014596	TST	chr22:37406905-37415491	Normal	Disease	OK	24.8527	52.4127	1.07651	12.2809	5e-05	7.96728e-05	yes
XLOC_014599	XLOC_014599	C1QTNF6	chr22:37576205-37584330	Normal	Disease	OK	2.09086	6.40157	1.61433	8.95626	5e-05	7.96728e-05	yes
XLOC_014611	XLOC_014611	BAIAP2L2	chr22:38480895-38506676	Normal	Disease	OK	0.369641	1.80199	2.28539	4.97941	5e-05	7.96728e-05	yes
XLOC_014612	XLOC_014612	PLA2G6	chr22:38507501-38577836	Normal	Disease	OK	8.81852	18.5313	1.07135	12.5332	5e-05	7.96728e-05	yes
XLOC_014614	XLOC_014614	CSNK1E	chr22:38686696-38714089	Normal	Disease	OK	47.4806	94.3952	0.991377	22.4207	5e-05	7.96728e-05	yes
XLOC_014619	XLOC_014619	LOC646851	chr22:38974124-39052634	Normal	Disease	OK	0.290529	1.17032	2.01015	8.80208	5e-05	7.96728e-05	yes
XLOC_014632	XLOC_014632	RPS19BP1	chr22:39925097-39928860	Normal	Disease	OK	58.6326	88.3578	0.591655	8.64546	5e-05	7.96728e-05	yes
XLOC_014635	XLOC_014635	SLC25A17	chr22:41165638-41215392	Normal	Disease	OK	12.3558	22.2028	0.845548	9.53534	5e-05	7.96728e-05	yes
XLOC_014637	XLOC_014637	ST13	chr22:41220600-41252687	Normal	Disease	OK	87.5456	92.2213	0.0750651	2.49627	0.0004	0.000600295	yes
XLOC_014639	XLOC_014639	CHADL	chr22:41601312-41636935	Normal	Disease	OK	1.90945	2.73145	0.516506	2.37145	0.00145	0.00206873	yes
XLOC_014640	XLOC_014640	RANGAP1	chr22:41641614-41682216	Normal	Disease	OK	20.6975	28.2374	0.448152	7.44729	5e-05	7.96728e-05	yes
XLOC_014641	XLOC_014641	TOB2	chr22:41829491-41843027	Normal	Disease	OK	46.9654	59.1578	0.332971	10.2133	5e-05	7.96728e-05	yes
XLOC_014643	XLOC_014643	POLR3H	chr22:41865128-41940479	Normal	Disease	OK	14.5044	16.2729	0.165988	2.45822	0.00025	0.000379973	yes
XLOC_014644	XLOC_014644	PMM1	chr22:41972889-41985871	Normal	Disease	OK	25.2646	28.6989	0.183883	2.01086	0.00475	0.00645314	yes
XLOC_014645	XLOC_014645	PPPDE2	chr22:41994031-42017061	Normal	Disease	OK	17.1322	21.1038	0.300787	5.01511	5e-05	7.96728e-05	yes
XLOC_014649	XLOC_014649	CENPM	chr22:42334740-42343148	Normal	Disease	OK	2.07277	4.22696	1.02806	2.1429	0.004	0.00547227	yes
XLOC_014651	XLOC_014651	NDUFA6	chr22:42481529-42486888	Normal	Disease	OK	53.6267	72.735	0.4397	6.96208	5e-05	7.96728e-05	yes
XLOC_014652	XLOC_014652	CYP2D6	chr22:42522500-42526883	Normal	Disease	OK	0.274117	0.626956	1.19357	1.57483	0.02215	0.0280589	yes
XLOC_014653	XLOC_014653	CYP2D7P1	chr22:42536213-42540575	Normal	Disease	OK	0.181686	1.45815	3.00462	3.68678	0.00155	0.00220645	yes
XLOC_014656	XLOC_014656	RRP7A	chr22:42896584-42915829	Normal	Disease	OK	22.8766	83.5692	1.8691	44.4214	5e-05	7.96728e-05	yes
XLOC_014657	XLOC_014657	RRP7B	chr22:42949924-42978017	Normal	Disease	OK	5.62135	8.3866	0.57717	4.31065	5e-05	7.96728e-05	yes
XLOC_014856	XLOC_014856	TGM4	chr3:44916097-44956088	Normal	Disease	OK	29.8725	42.3938	0.505039	10.1689	5e-05	7.96728e-05	yes
XLOC_014858	XLOC_014858	CLEC3B	chr3:45067758-45077563	Normal	Disease	OK	11.0492	13.9977	0.341251	1.98371	0.00695	0.00927417	yes
XLOC_014867	XLOC_014867	CCRL2	chr3:46448720-46451014	Normal	Disease	OK	1.92863	2.77608	0.525476	1.88331	0.00915	0.012062	yes
XLOC_014873	XLOC_014873	NBEAL2	chr3:47021172-47051194	Normal	Disease	OK	6.07041	6.53317	0.105988	1.56947	0.02625	0.0329595	yes
XLOC_014875	XLOC_014875	FLJ39534	chr3:47205859-47388306	Normal	Disease	OK	0.377813	0.701888	0.893568	1.87493	0.01335	0.0173186	yes
XLOC_014884	XLOC_014884	CCDC72	chr3:48481685-48485537	Normal	Disease	OK	49.2859	68.8095	0.481432	3.85473	5e-05	7.96728e-05	yes
XLOC_014886	XLOC_014886	TREX1	chr3:48507228-48509044	Normal	Disease	OK	26.8301	31.6026	0.236191	2.89904	5e-05	7.96728e-05	yes
XLOC_014888	XLOC_014888	P4HTM	chr3:49027340-49044581	Normal	Disease	OK	28.0339	33.9991	0.278322	4.12672	5e-05	7.96728e-05	yes
XLOC_014889	XLOC_014889	WDR6	chr3:49044636-49060926	Normal	Disease	OK	53.6406	74.5884	0.475625	12.6491	5e-05	7.96728e-05	yes
XLOC_014890	XLOC_014890	NDUFAF3	chr3:49044636-49060926	Normal	Disease	OK	77.735	83.6675	0.106103	1.64696	0.0157	0.0202175	yes
XLOC_014897	XLOC_014897	APEH	chr3:49711434-49720934	Normal	Disease	OK	36.9989	41.8419	0.177468	3.61892	5e-05	7.96728e-05	yes
XLOC_014900	XLOC_014900	RBM6	chr3:49977476-50114685	Normal	Disease	OK	21.3605	110.077	2.3655	42.2373	5e-05	7.96728e-05	yes
XLOC_014901	XLOC_014901	RBM5	chr3:50126340-50156397	Normal	Disease	OK	38.2497	69.2632	0.856643	18.9729	5e-05	7.96728e-05	yes
XLOC_014905	XLOC_014905	GNAI2	chr3:50273646-50296786	Normal	Disease	OK	180.813	203.345	0.16943	5.44779	5e-05	7.96728e-05	yes
XLOC_014906	XLOC_014906	SEMA3B	chr3:50305039-50314572	Normal	Disease	OK	8.23402	14.2369	0.789971	8.43514	5e-05	7.96728e-05	yes
XLOC_014909	XLOC_014909	HEMK1	chr3:50595455-50622421	Normal	Disease	OK	3.88706	5.67593	0.546179	5.51739	5e-05	7.96728e-05	yes
XLOC_014912	XLOC_014912	DOCK3	chr3:50712671-51421629	Normal	Disease	OK	0.930477	2.59348	1.47885	10.2658	5e-05	7.96728e-05	yes
XLOC_014913	XLOC_014913	MANF	chr3:51422691-51426828	Normal	Disease	OK	66.8783	131.969	0.98059	16.1766	5e-05	7.96728e-05	yes
XLOC_014915	XLOC_014915	RAD54L2	chr3:51575595-51697612	Normal	Disease	OK	4.01894	5.69924	0.503956	4.70577	5e-05	7.96728e-05	yes
XLOC_014916	XLOC_014916	TEX264	chr3:51705221-51738339	Normal	Disease	OK	41.6556	64.31	0.626532	9.0909	5e-05	7.96728e-05	yes
XLOC_014917	XLOC_014917	GRM2	chr3:51741080-51752625	Normal	Disease	OK	0.207957	0.688427	1.72702	2.84837	0.0006	0.000888028	yes
XLOC_014923	XLOC_014923	ABHD14A,ABHD14A-ACY1,ACY1	chr3:52009041-52023218	Normal	Disease	OK	60.0885	125.626	1.06397	19.5045	5e-05	7.96728e-05	yes
XLOC_014926	XLOC_014926	GLYCTK	chr3:52321835-52329272	Normal	Disease	OK	0.757132	1.74554	1.20506	4.36532	5e-05	7.96728e-05	yes
XLOC_014927	XLOC_014927	DNAH1	chr3:52350334-52434513	Normal	Disease	OK	1.0517	1.65559	0.654625	5.33833	5e-05	7.96728e-05	yes
XLOC_014928	XLOC_014928	PHF7	chr3:52444526-52457657	Normal	Disease	OK	2.32344	3.14939	0.438807	2.0166	0.0047	0.00638806	yes
XLOC_014930	XLOC_014930	STAB1	chr3:52529355-52569093	Normal	Disease	OK	5.78801	6.44057	0.154121	2.05389	0.003	0.00415303	yes
XLOC_014931	XLOC_014931	C3orf78	chr3:52570620-52574586	Normal	Disease	OK	34.1346	52.1441	0.61127	4.05923	5e-05	7.96728e-05	yes
XLOC_014932	XLOC_014932	GNL3	chr3:52719935-52742197	Normal	Disease	OK	36.6231	66.5231	0.861102	15.1658	5e-05	7.96728e-05	yes
XLOC_014936	XLOC_014936	SPCS1	chr3:52719935-52742197	Normal	Disease	OK	104.654	114.235	0.126376	2.33563	0.00015	0.000231891	yes
XLOC_014940	XLOC_014940	CACNA1D	chr3:53529030-53846492	Normal	Disease	OK	2.47085	3.83969	0.635981	5.98409	5e-05	7.96728e-05	yes
XLOC_015222	XLOC_015222	PRKCI	chr3:169940219-170023770	Normal	Disease	OK	11.6459	13.809	0.24579	3.81545	5e-05	7.96728e-05	yes
XLOC_015223	XLOC_015223	SKIL	chr3:170075472-170114637	Normal	Disease	OK	6.16446	11.8083	0.937756	13.8213	5e-05	7.96728e-05	yes
XLOC_015229	XLOC_015229	NAALADL2	chr3:174577110-175523428	Normal	Disease	OK	4.49468	25.1665	2.48521	29.2197	5e-05	7.96728e-05	yes
XLOC_015231	XLOC_015231	KCNMB2	chr3:178254223-178562217	Normal	Disease	OK	0.211263	2.34307	3.47129	6.25912	5e-05	7.96728e-05	yes
XLOC_015234	XLOC_015234	MFN1	chr3:179065479-179111008	Normal	Disease	OK	8.99645	10.2697	0.190964	2.17113	0.0018	0.00254758	yes
XLOC_015237	XLOC_015237	USP13	chr3:179370932-179507189	Normal	Disease	OK	3.70152	5.00083	0.434051	5.02945	5e-05	7.96728e-05	yes
XLOC_015238	XLOC_015238	TTC14	chr3:180319917-180328918	Normal	Disease	OK	5.78746	22.3324	1.94814	21.7273	5e-05	7.96728e-05	yes
